entid,CaseType,Probability,lime
176727429,3,[0.00841202 0.02373825 0.00958837 0.95826136],"[('BUSST > 11.00', 0.18385447104029642), ('region_id > 348.50', 0.18217420195444226), ('registertype > 8.00', -0.15550754553035398), ('certificate_num <= 0.00', 0.13302744112221893), ('taxtype0 <= 0.00', -0.12600244093458735), ('tax_dum <= 0.00', 0.11747851637716154), ('taxtype2 <= 0.00', 0.11651607606588792), ('taxtype4 <= 0.00', 0.09929119921469191), ('honor_num <= 0.00', -0.09491335201487239), ('ttype_abnormal_2 <= 0.00', 0.09254988019131906)]"
265614241,3,[0.00904041 0.030055   0.01124212 0.94966247],"[('region_id > 348.50', 0.18565748832429008), ('BUSST > 11.00', 0.15873015954836367), ('registertype > 8.00', -0.15578106005405132), ('taxtype3 <= 0.00', -0.1390875278515597), ('certificate_num <= 0.00', 0.13584870944132862), ('taxtype6 <= 0.00', 0.12573534861611643), ('taxtype2 <= 0.00', 0.11128591075964349), ('taxtype5 <= 0.00', -0.06916772424120306), ('EXENUM <= 0.00', 0.054964411155241776), ('LIMPARNUM <= 0.00', 0.054000491105112194)]"
259889018,3,[0.0153862  0.01825086 0.00688076 0.95948218],"[('illegad_num <= 0.00', 0.16565823169521657), ('registertype <= 8.00', 0.1545585310107498), ('BUSST > 11.00', 0.1502681500480861), ('certificate_num <= 0.00', 0.14586641971491543), ('taxtype0 <= 0.00', 0.14578919449975425), ('taxtype6 <= 0.00', -0.12569409257014033), ('taxtype2 <= 0.00', 0.11909005771167262), ('EXENUM <= 0.00', 0.10121947660279698), ('tax_dum <= 0.00', -0.08494005258756888), ('honor_num <= 0.00', 0.08093077261758036)]"
1203398087,3,[0.00790539 0.04953632 0.01073527 0.93182302],"[('region_id > 348.50', 0.18230922442263825), ('taxtype5 <= 0.00', 0.18173973673672672), ('BUSST > 11.00', 0.1595999026929132), ('certificate_num <= 0.00', 0.15057309352657006), ('taxtype0 <= 0.00', 0.1501375906973678), ('registertype > 8.00', -0.14204416186254204), ('PROGRO <= 3076.90', 0.13689732028864318), ('taxtype2 <= 0.00', 0.13265000876491573), ('tax_dum <= 0.00', 0.08386654861129637), ('honor_num <= 0.00', 0.07905387856748188)]"
580851840,3,[0.01184358 0.04146428 0.00662273 0.94006942],"[('taxtype6 <= 0.00', -0.25988618634430233), ('BUSST > 11.00', 0.17140668710874724), ('registertype <= 8.00', 0.16566713891640247), ('certificate_num <= 0.00', 0.1305376485517862), ('honor_num <= 0.00', -0.1297613120711141), ('taxtype5 <= 0.00', 0.12889446163022225), ('EXENUM <= 0.00', 0.12589824636406452), ('taxtype2 <= 0.00', -0.10115056014718392), ('PROGRO <= 3076.90', 0.0950018834954003), ('so1 <= 0.00', 0.07102117859731581)]"
329503003,3,[0.08694849 0.24834819 0.11638316 0.54832016],"[('0.00 < BUSST <= 9.91', -0.32718730326338097), ('region_id > 348.50', 0.178261193000018), ('registertype > 8.00', -0.14787157008981663), ('certificate_num <= 0.00', 0.13552527835486947), ('PROGRO <= 3076.90', 0.08176226460078949), ('honor_num <= 0.00', -0.0660797030163228), ('ttype_abnormal_2 <= 0.00', 0.05369653641876915), ('tax_dum <= 0.00', -0.0462365595374092), ('taxtype0 <= 0.00', -0.02873756292787413), ('taxtype6 <= 0.00', -0.024029019568136238)]"
637947059,3,[0.01542088 0.05747134 0.00756454 0.91954323],"[('BUSST > 11.00', 0.19822211589242314), ('registertype <= 8.00', 0.1664629709868819), ('taxtype2 <= 0.00', -0.15048431004280668), ('taxtype0 <= 0.00', -0.14594078926127987), ('taxtype3 <= 0.00', -0.1435931261464863), ('taxtype6 <= 0.00', -0.14163664217783237), ('tax_dum <= 0.00', -0.1296566022667739), ('certificate_num <= 0.00', 0.11502329314828344), ('taxtype1 <= 0.00', -0.11410544401141526), ('taxtype4 <= 0.00', 0.04200105379966859)]"
99956621,3,[0.00883313 0.04967616 0.01723709 0.92425362],"[('BUSST > 11.00', 0.19045946683478146), ('taxtype2 <= 0.00', -0.18184793924855486), ('region_id > 348.50', 0.1746944456465325), ('registertype > 8.00', -0.1591259395062796), ('certificate_num <= 0.00', 0.12343105237055627), ('ttype_abnormal_2 <= 0.00', 0.12053245482796773), ('honor_num <= 0.00', 0.11686272126266542), ('taxtype3 <= 0.00', -0.09136661187998878), ('EXENUM <= 0.00', 0.09030731697635576), ('LIMPARNUM <= 0.00', 0.0661464343002852)]"
785748365,3,[0.03053179 0.05436889 0.01578277 0.89931655],"[('honor_num <= 0.00', 0.17000035749511686), ('BUSST > 11.00', 0.16158459866513644), ('registertype <= 8.00', 0.15030287196564762), ('certificate_num <= 0.00', 0.11549866863909677), ('EXENUM <= 0.00', 0.09365714550667986), ('ttype_abnormal_2 <= 0.00', 0.08460429384757888), ('taxtype3 <= 0.00', -0.08325976278981227), ('so1 <= 0.00', 0.0762908629663333), ('region_id <= 68.00', -0.07584439203174789), ('taxtype6 <= 0.00', -0.06541538222342617)]"
568353475,3,[0.01008538 0.02509159 0.01173274 0.95309029],"[('BUSST > 11.00', 0.19576489104753833), ('region_id > 348.50', 0.18619952722754923), ('registertype > 8.00', -0.15253381011727307), ('certificate_num <= 0.00', 0.12776507144087784), ('TRANSAM_delta <= 5.49', 0.11538418483432251), ('EXENUM <= 0.00', 0.11073741388907278), ('taxtype1 <= 0.00', 0.10146217096255052), ('so1 <= 0.00', 0.07943362685484044), ('ttype_shareholder_1.0 <= 0.00', 0.07879906363119189), ('honor_num <= 0.00', 0.055137118890043156)]"
184209669,3,[0.00689942 0.0415601  0.00792913 0.94361135],"[('region_id > 348.50', 0.18411578805095283), ('LIMPARNUM <= 0.00', -0.168336297755125), ('BUSST > 11.00', 0.16264639614379917), ('registertype > 8.00', -0.16188095218359375), ('PROGRO <= 3076.90', 0.13254314088051167), ('certificate_num <= 0.00', 0.12104045097285134), ('EXENUM <= 0.00', 0.09913990518400373), ('so1 <= 0.00', 0.08339506309697187), ('tax_dum <= 0.00', 0.06994974707276432), ('taxtype0 <= 0.00', 0.04645193708069459)]"
1123483716,3,[0.02165446 0.03904843 0.02028202 0.91901509],"[('region_id > 348.50', 0.18146857301278543), ('certificate_num <= 0.00', 0.17079684718929777), ('BUSST > 11.00', 0.16911380854847421), ('registertype > 8.00', -0.15136936152724434), ('taxtype3 <= 0.00', 0.09911694632027138), ('taxtype6 <= 0.00', -0.09571030830855587), ('province_1 <= 0.00', -0.07802769318922166), ('so1 <= 0.00', 0.07802632068940264), ('tax_dum <= 0.00', 0.060252385993827554), ('taxtype4 <= 0.00', -0.05454949656099952)]"
1214870581,3,[0.02702793 0.01321819 0.00772787 0.95202602],"[('taxtype3 <= 0.00', 0.1961381471373293), ('BUSST > 11.00', 0.19545803956062033), ('taxtype1 <= 0.00', -0.17146491499183314), ('registertype <= 8.00', 0.1573116153526011), ('certificate_num <= 0.00', 0.1327297347980446), ('taxtype5 <= 0.00', -0.12086960801534329), ('taxtype6 <= 0.00', -0.11716255185855139), ('so1 <= 0.00', 0.08448689646618715), ('EXENUM <= 0.00', 0.06833582605623922), ('taxtype0 <= 0.00', -0.038456672495402154)]"
922234570,2,[0.04989559 0.14222741 0.73394358 0.07393341],"[('certificate_num > 0.00', 0.16570487522687177), ('LIMPARNUM <= 0.00', -0.08905150682284185), ('0.00 < BUSST <= 9.91', 0.07988852811749526), ('so1 <= 0.00', -0.06686332501095575), ('taxtype3 <= 0.00', -0.05533574192189598), ('ttype_abnormal_2 <= 0.00', -0.05108407234411768), ('illegad_num <= 0.00', 0.045273245463753053), ('EXENUM <= 0.00', -0.043988709782310106), ('taxtype6 <= 0.00', 0.041682600364838535), ('taxtype2 <= 0.00', -0.031619517514986595)]"
528260670,3,[0.00710612 0.02916836 0.01739473 0.94633079],"[('BUSST > 11.00', 0.18192746778068133), ('region_id > 348.50', 0.17907861115324564), ('registertype > 8.00', -0.17382865158935187), ('taxtype2 <= 0.00', -0.1436280207552253), ('certificate_num <= 0.00', 0.1376078668646494), ('tax_dum <= 0.00', -0.12138383099703393), ('honor_num <= 0.00', -0.11608734075065867), ('so1 <= 0.00', 0.09920724036692759), ('ttype_abnormal_2 <= 0.00', 0.09753586786106737), ('taxtype6 <= 0.00', 0.06639713402077069)]"
594638990,3,[0.01040311 0.01600934 0.00690882 0.96667873],"[('BUSST > 11.00', 0.18829221263321938), ('registertype <= 8.00', 0.16186680931660566), ('certificate_num <= 0.00', 0.13760629743064232), ('taxtype5 <= 0.00', -0.13114245667228155), ('tax_dum <= 0.00', 0.13052944137377634), ('taxtype1 <= 0.00', -0.08380287039061178), ('so1 <= 0.00', 0.07549168937197628), ('taxtype3 <= 0.00', 0.063370618342883), ('honor_num <= 0.00', 0.05203176573719693), ('taxtype0 <= 0.00', -0.03886037997616512)]"
1078284388,1,[0.04686675 0.74644124 0.14059659 0.06609542],"[('0.00 < BUSST <= 9.91', 0.14187769799442454), ('INDUSTRYPHY <= 10.00', 0.12390554647398133), ('registertype > 8.00', 0.10218259214857835), ('web_dum <= 0.00', -0.08681335341335064), ('TRANSAM_delta <= 5.49', -0.08521142760281991), ('taxtype1 <= 0.00', 0.08286987601236723), ('region_id > 348.50', -0.0769038596348092), ('taxtype4 <= 0.00', 0.06249992152553934), ('LIMPARNUM <= 0.00', 0.06184973931290446), ('tax_dum <= 0.00', -0.040455337995803226)]"
235368607,1,[0.05656929 0.64377336 0.04461685 0.2550405 ],"[('0.00 < BUSST <= 9.91', 0.14502050067019745), ('taxtype6 <= 0.00', -0.11286709361752881), ('registertype > 8.00', 0.10973876897265124), ('tax_dum <= 0.00', -0.10382011261070892), ('taxtype0 <= 0.00', 0.0914566806307706), ('LIMPARNUM <= 0.00', -0.07476473355781349), ('region_id > 348.50', -0.07414744069847913), ('web_dum <= 0.00', -0.06471103802345214), ('EXENUM <= 0.00', -0.05329988591386055), ('taxtype5 <= 0.00', 0.04685276214438913)]"
569722001,1,[0.0336316  0.72697051 0.18054164 0.05885624],"[('taxtype4 <= 0.00', -0.14665725824175593), ('0.00 < BUSST <= 9.91', 0.1431926615606173), ('EXENUM <= 0.00', -0.11201647348403852), ('LIMPARNUM <= 0.00', -0.11162298716292253), ('registertype > 8.00', 0.10749712793718612), ('web_dum > 0.00', 0.09498695383580938), ('taxtype3 <= 0.00', -0.08042373380528288), ('taxtype6 <= 0.00', -0.07233575993135531), ('taxtype0 <= 0.00', 0.06516673572840256), ('PROGRO <= 3076.90', -0.045094151088672936)]"
428132360,3,[0.00810939 0.02343354 0.00853707 0.95992   ],"[('region_id > 348.50', 0.18315246336930846), ('BUSST > 11.00', 0.16738594004538293), ('taxtype5 <= 0.00', 0.1563193811619746), ('registertype > 8.00', -0.1409606936426207), ('certificate_num <= 0.00', 0.1340061852930538), ('taxtype2 <= 0.00', -0.0995037814110891), ('honor_num <= 0.00', -0.09796727203875089), ('tax_dum <= 0.00', -0.0708840879431754), ('so1 <= 0.00', 0.06924868397988687), ('taxtype3 <= 0.00', -0.03795634472784233)]"
684358011,3,[0.00721696 0.01622102 0.00816426 0.96839776],"[('region_id > 348.50', 0.19421673404060807), ('BUSST > 11.00', 0.17705138535857357), ('registertype > 8.00', -0.15847201106939857), ('taxtype6 <= 0.00', -0.1519602221722818), ('certificate_num <= 0.00', 0.13999831748361521), ('taxtype0 <= 0.00', 0.10521962162930304), ('LIMPARNUM <= 0.00', -0.0868205165179509), ('taxtype1 <= 0.00', -0.08516618319909493), ('tax_dum <= 0.00', -0.07751169090822486), ('taxtype4 <= 0.00', -0.05625821303506575)]"
372559463,3,[0.03006135 0.33122256 0.08561522 0.55310087],"[('0.00 < BUSST <= 9.91', -0.3097495232478609), ('region_id > 348.50', 0.17920238153071297), ('registertype > 8.00', -0.15990060398907713), ('certificate_num <= 0.00', 0.1160610727497378), ('taxtype5 <= 0.00', -0.10572807940020511), ('tax_dum <= 0.00', 0.10148572848394712), ('PROGRO <= 3076.90', 0.09832017902177834), ('TRANSAM_delta <= 5.49', -0.08802058870214582), ('ttype_abnormal_2 <= 0.00', 0.07960188396437773), ('taxtype6 <= 0.00', 0.07180393788800611)]"
109489448,3,[0.01321423 0.04924745 0.00648209 0.93105623],"[('BUSST > 11.00', 0.1910928068231021), ('taxtype2 <= 0.00', 0.16772835275581724), ('registertype <= 8.00', 0.16433697809221845), ('certificate_num <= 0.00', 0.1454614640219688), ('province_1 <= 0.00', -0.10064795152589016), ('EXENUM <= 0.00', 0.09940264912966268), ('honor_num <= 0.00', -0.0799788326666085), ('so1 <= 0.00', 0.07512240030470946), ('ttype_abnormal_2 <= 0.00', 0.053342554287216536), ('tax_dum <= 0.00', 0.024932025354019654)]"
553554663,3,[0.00611176 0.10453984 0.00707009 0.8822783 ],"[('BUSST > 11.00', 0.18558194991998014), ('registertype <= 8.00', 0.14326530600414297), ('certificate_num > 0.00', -0.14137887371055483), ('honor_num <= 0.00', 0.12489688405097252), ('PROGRO <= 3076.90', 0.10960031684152835), ('taxtype2 <= 0.00', 0.10003587993861272), ('so1 <= 0.00', 0.0692159901115509), ('ALTTIME > 9.00', -0.06715989237348602), ('entertype_tax <= -1.00', 0.060537201410143036), ('province_1 <= 0.00', -0.056592435261515014)]"
184623809,4,[0.07695518 0.48892671 0.32844965 0.10566846],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
171664728,3,[0.20859638 0.041345   0.02988343 0.7201752 ],"[('0.00 < BUSST <= 9.91', -0.3329879092384173), ('registertype <= 8.00', 0.15111695911266665), ('certificate_num <= 0.00', 0.12779357171667477), ('taxtype3 <= 0.00', 0.08520173377812512), ('tax_dum <= 0.00', -0.08085704854233287), ('so1 <= 0.00', 0.07521182341435345), ('taxtype4 <= 0.00', -0.07063247282293912), ('entertype_tax <= -1.00', 0.06252825526276214), ('ALTTIME <= 0.00', 0.061643392028775244), ('honor_num <= 0.00', -0.013266220261708032)]"
393460655,4,[0.04233141 0.43049261 0.04883146 0.47834453],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
1049657641,1,[0.04068668 0.77508811 0.05124718 0.13297803],"[('0.00 < BUSST <= 9.91', 0.1483102118007488), ('INDUSTRYPHY <= 10.00', 0.1264396771783722), ('registertype > 8.00', 0.11180000340267214), ('taxtype3 <= 0.00', -0.10985119942996602), ('taxtype1 <= 0.00', 0.08858349893098523), ('region_id > 348.50', -0.07626921872875529), ('LIMPARNUM <= 0.00', 0.05578218586251186), ('ALTTIME > 9.00', 0.04971080168979238), ('tax_dum <= 0.00', 0.047328433499557246), ('taxtype6 <= 0.00', -0.03904573731010135)]"
597286220,4,[0.13518107 0.23978496 0.2350321  0.39000187],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
422431140,3,[0.0083244  0.01426137 0.00700631 0.97040792],"[('BUSST > 11.00', 0.20457637647653495), ('honor_num <= 0.00', -0.18756816724964193), ('taxtype3 <= 0.00', 0.1805604202129098), ('registertype <= 8.00', 0.15860137743926211), ('taxtype4 <= 0.00', 0.12292927818244749), ('certificate_num <= 0.00', 0.11717201624857333), ('taxtype2 <= 0.00', 0.09643442565029285), ('ttype_abnormal_2 <= 0.00', 0.09466959027704966), ('EXENUM <= 0.00', 0.08398071621276194), ('taxtype6 <= 0.00', -0.0661924372075139)]"
894061673,4,[0.07624549 0.39247789 0.11023079 0.42104584],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
295881778,3,[0.02044708 0.06327561 0.02242067 0.89385664],"[('taxtype6 <= 0.00', 0.18954920077992715), ('BUSST > 11.00', 0.16699224993584993), ('registertype > 8.00', -0.15109570405543007), ('tax_dum <= 0.00', -0.13009142641957913), ('taxtype2 <= 0.00', -0.12481678992990608), ('ttype_abnormal_2 <= 0.00', 0.12058792938702698), ('certificate_num <= 0.00', 0.119015459424911), ('taxtype5 <= 0.00', 0.0580665980514555), ('taxtype0 <= 0.00', 0.052419450463003975), ('honor_num <= 0.00', -0.052327208546411354)]"
626448476,3,[0.0376015  0.09468014 0.04182209 0.82589627],"[('taxtype2 <= 0.00', 0.20227876965250796), ('BUSST > 11.00', 0.19309131427452736), ('region_id > 348.50', 0.18417136959110486), ('EXENUM <= 0.00', 0.16091285207968403), ('registertype > 8.00', -0.1532506558961395), ('certificate_num > 0.00', -0.11123481801433809), ('taxtype3 <= 0.00', -0.09540513407547363), ('LIMPARNUM <= 0.00', 0.07103630368090551), ('tax_dum <= 0.00', 0.06419606113119375), ('taxtype0 <= 0.00', -0.06109817233558572)]"
291480956,4,[0.03514731 0.42493581 0.35452968 0.1853872 ],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
650810265,3,[0.00716927 0.01852799 0.01270135 0.96160139],"[('region_id > 348.50', 0.18517884527161868), ('taxtype4 <= 0.00', 0.17556779717009768), ('LIMPARNUM <= 0.00', 0.15978638064022405), ('registertype > 8.00', -0.15618550237012138), ('BUSST > 11.00', 0.14714605218776658), ('certificate_num <= 0.00', 0.13726566019241135), ('honor_num <= 0.00', -0.09604886936901086), ('so1 <= 0.00', 0.08944511576806767), ('tax_dum <= 0.00', 0.08137136135322065), ('taxtype3 <= 0.00', 0.03946394562738762)]"
848221357,3,[0.00671445 0.06086954 0.01032184 0.92209418],"[('taxtype3 <= 0.00', 0.1966386052205105), ('registertype <= 8.00', 0.17794174068085747), ('BUSST > 11.00', 0.15853780826619973), ('honor_num <= 0.00', -0.1444678526649854), ('illegad_num <= 0.00', 0.13885696562218136), ('certificate_num <= 0.00', 0.1315258332153497), ('PROGRO <= 3076.90', -0.11924438597200812), ('LIMPARNUM <= 0.00', 0.1071327996347578), ('TRANSAM_delta <= 5.49', 0.09126394960610931), ('EXENUM <= 0.00', 0.0900598148994904)]"
224973668,3,[0.01181399 0.04393662 0.00652836 0.93772104],"[('BUSST > 11.00', 0.1495194921013987), ('registertype <= 8.00', 0.14582936874464755), ('certificate_num <= 0.00', 0.12470258395743909), ('taxtype2 <= 0.00', -0.10496878859238487), ('taxtype3 <= 0.00', -0.0889373672293364), ('taxtype5 <= 0.00', -0.07524371275112518), ('cancel_dum <= 0.00', 0.0722895443018073), ('taxtype0 <= 0.00', -0.06518905473665652), ('honor_num <= 0.00', -0.06328134904697373), ('taxtype4 <= 0.00', 0.03693980508867967)]"
707443225,4,[0.05241923 0.31936725 0.44639946 0.18181407],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
651165131,1,[0.04668724 0.74637621 0.02783631 0.17910025],"[('0.00 < BUSST <= 9.91', 0.14664844359926946), ('honor_num <= 0.00', -0.12103166096430427), ('10.00 < INDUSTRYPHY <= 11.00', -0.11241149991921962), ('registertype > 8.00', 0.09901754314376777), ('region_id > 348.50', -0.07652034215472199), ('taxtype3 <= 0.00', 0.06437831151947752), ('web_dum <= 0.00', -0.0626798075420836), ('taxtype1 <= 0.00', 0.047995520856225646), ('taxtype2 <= 0.00', -0.03338962276464581), ('LIMPARNUM <= 0.00', 0.030100258349231013)]"
239387936,4,[0.10394548 0.3214285  0.19318983 0.38143619],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
943844508,3,[0.1386336  0.11276789 0.09597298 0.65262553],"[('0.00 < BUSST <= 9.91', -0.3145012975017269), ('region_id > 348.50', 0.18793615814274572), ('taxtype6 <= 0.00', -0.16983088362656026), ('registertype > 8.00', -0.1615964784258339), ('taxtype4 <= 0.00', 0.1283183773080218), ('certificate_num <= 0.00', 0.12469929553866455), ('honor_num <= 0.00', 0.1120473581398625), ('so1 <= 0.00', 0.08105020793569163), ('LIMPARNUM <= 0.00', -0.08062052856167112), ('taxtype3 <= 0.00', -0.07844531796305058)]"
1219852643,3,[0.01052579 0.02008513 0.01681412 0.95257496],"[('BUSST > 11.00', 0.17065891536998343), ('region_id > 348.50', 0.1704350129326176), ('taxtype4 <= 0.00', -0.1660898095868702), ('registertype > 8.00', -0.15494923588548598), ('taxtype6 <= 0.00', -0.1363796946524827), ('certificate_num <= 0.00', 0.13236026590655386), ('taxtype5 <= 0.00', -0.12745163090889955), ('EXENUM <= 0.00', 0.0976199436846769), ('taxtype0 <= 0.00', -0.08698878789670467), ('so1 <= 0.00', 0.0724033075536027)]"
567249831,4,[0.08397814 0.41374676 0.14959628 0.35267883],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
1096349518,3,[0.00750471 0.05095094 0.00670631 0.93483804],"[('taxtype2 <= 0.00', -0.1927852849943776), ('registertype <= 8.00', 0.16764066662421656), ('BUSST > 11.00', 0.16685568576163068), ('certificate_num <= 0.00', 0.1360485637801657), ('PROGRO <= 3076.90', 0.0959050978061549), ('taxtype4 <= 0.00', 0.0879746921452674), ('so1 <= 0.00', 0.08012021530499677), ('taxtype0 <= 0.00', 0.06789176970378583), ('region_id <= 68.00', -0.06436953498140208), ('ttype_shareholder_1.0 <= 0.00', 0.059413122014989564)]"
1195389205,3,[0.05611408 0.21388112 0.11806033 0.61194448],"[('0.00 < BUSST <= 9.91', -0.32521719674484006), ('region_id > 348.50', 0.17700090736604007), ('registertype > 8.00', -0.15861801652117635), ('certificate_num <= 0.00', 0.14080358259368994), ('honor_num <= 0.00', 0.12778789390650902), ('taxtype4 <= 0.00', -0.10686410066967528), ('taxtype0 <= 0.00', -0.10477684760452967), ('year > 7.00', -0.09660551122602591), ('tax_dum <= 0.00', 0.09493220100035202), ('taxtype3 <= 0.00', -0.07505170877646265)]"
124839584,1,[0.04512639 0.82696144 0.02105672 0.10685544],"[('0.00 < BUSST <= 9.91', 0.14332322176141502), ('INDUSTRYPHY <= 10.00', 0.12173324226107336), ('registertype <= 8.00', -0.10470515971163316), ('EXENUM <= 0.00', -0.0897902452306078), ('web_dum <= 0.00', -0.06350212576946337), ('taxtype6 <= 0.00', 0.059783796895385564), ('CONAM_delta <= 0.00', -0.05303348251055897), ('ttype_shareholder_1.0 <= 0.00', -0.049261779453361604), ('taxtype2 <= 0.00', 0.0490428731567131), ('tax_dum <= 0.00', 0.03995410385826787)]"
